wikipedia_movie_id,movie_name,release_date,all_genres,overview
156644,Die Another Day,2002-11-18,"Thriller, Glamorized Spy Film, Action, Adventure","James Bond infiltrates a North Korean military base, where Colonel Tan-Sun Moon is illegally trading African conflict diamonds for weaponry. After Moon's assistant Zao discovers Bond is a British agent, the colonel escapes in a hovercraft. Bond distracts the soldiers with an explosion, in which Zao's face is disfigured by diamond fragments. Bond pursues Moon in a second hovercraft. During the chase, Moon's hovercraft plunges down a waterfall, apparently killing him. Bond is captured by North Korean soldiers and imprisoned by the Colonel's father, General Moon. After 14 months of captivity and torture, Bond is traded for Zao in a prisoner exchange. He is sedated and taken to meet M, who informs him that his status as a 00 Agent is suspended due to her belief that he may have leaked information under duress. Still bitter over Zao's release, Bond decides to complete his mission by evading MI6's security and travelling to Hong Kong, where he learns from his contact in the Chinese government that Zao is in Cuba.  After arriving in Havana, Bond meets NSA agent Giacinta 'Jinx' Johnson. Bond follows Zao and Jinx to a gene therapy clinic, where patients can have their appearances altered through DNA restructuring. Bond locates Zao inside the clinic and a fight ensues. Zao flees in a helicopter, but he leaves behind a pendant. Bond opens it and finds a cache of diamonds, identified as conflict diamonds, but bearing the crest of the company of British billionaire Gustav Graves. Bond encounters Graves, along with his assistant Miranda Frost, also an undercover MI6 agent, at Blades Club. After a fencing exercise, Bond is invited by Graves to Iceland for a scientific demonstration. Shortly afterwards, M restores Bond's Double-0 status and offers assistance in the investigation. In Iceland, Graves unveils a new orbital mirror satellite, ""Icarus"", which is able to focus solar energy on a small area and provide year-round sunshine for crop development. At midnight, Jinx infiltrates Graves' command centre in the palace, but is captured by Zao. Bond rescues her, and after seeing Zao talking with Graves, realises that Colonel Moon is still alive. Moon has used the gene therapy technology to change his appearance, assuming the identity of Gustav Graves. Bond confronts Graves, but Frost arrives to reveal herself as the traitor and the one who exposed Bond in North Korea, forcing 007 to escape from Graves' facility. Bond then returns in his Aston Martin Vanquish to rescue Jinx. Zao pursues them in his Jaguar XKR, both cars driving inside the rapidly-melting ice palace. Bond kills Zao by luring him under a collapsing ice chandelier, and then rescues Jinx from drowning.  Bond and Jinx pursue Graves and Frost to the Korean peninsula and stow away on Graves' cargo plane. Graves reveals his true identity to his father, and the purpose of the Icarus satellite: to cut a path through the Korean Demilitarized Zone with concentrated sunlight, allowing North Korean troops to invade South Korea and reunite the countries through force. Horrified, General Moon tries to stop the plan, but he is murdered by his own son. 007 attempts to shoot Graves but he is prevented by one of the soldiers on board. In their struggle, a gunshot pierces the fuselage, causing the plane to descend rapidly. Bond engages Graves in a fist fight, and Jinx attempts to regain control of the plane. Frost attacks Jinx, forcing her to defend herself in a sword duel. After the plane passes through the Icarus beam and is further damaged, Jinx kills Frost. Graves attempts to escape by parachute, but Bond opens the parachute, causing the slipstream to pull Graves out of the plane and into its engine, killing him and disabling the Icarus beam. Bond and Jinx escape the disintegrating plane by using a helicopter in the cargo hold. They carry away Graves' stash of diamonds."
5533243,The Bridges of Madison County,1995-06-02,"Romantic drama, Period piece, Drama, Romance Film, Film adaptation","In the present, siblings Michael and Carolyn arrive at the Iowa farmhouse of Francesca Johnson, their recently-deceased mother, to see about the settlement of their mother's estate. As they go through the contents of her safe deposit box and the will, they are baffled to discover that their mother left very specific instructions that her body be cremated and her ashes thrown off the nearby Roseman Covered Bridge, which is not in accordance with the burial arrangements they had known from their parents. Michael initially refuses to comply, while Carolyn discovers a set of photos of her mother and a letter. She manages to convince Michael to set aside his initial reaction so they can read the documents she has discovered. Once alone, they go through a series of letters from a man named Robert Kincaid addressed to their mother, revealing that he had an affair with her in 1965. The siblings find their way to a chest where their mother left a letter, a series of diaries and other mementos. They discover their mother, an Italian war bride, had had a four-day affair with Robert Kincaid, a photographer who had come to Madison County, Iowa to shoot a photographic essay for National Geographic on the covered bridges in the area.{{cite web}} The affair took place while her husband and children were away at the Illinois State Fair. The story in the diaries also reveals the impact the affair had on Francesca and Robert’s lives, since they almost elope, but she stops at the last minute in consideration of a bigger picture that includes the consequences on the lives of her children and husband, while he finds meaning and his true calling as an artist. The story also has deep consequences on the lives of Michael and Carolyn, both of whom are facing marital issues, but their mother’s story helps them to find a sense of direction in their lives. At the end the Johnson siblings agree to their mother’s request."
34983379,Scobie Malone,1975-10-03,Mystery,"Sydney homicide detective Sergeant Scobie Malone ([[Jack Thompson  and his offsider  investigate the murder of Helga , whose corpse is found in the basement of the Sydney Opera House. Malone had met Helga previously and discovers she was a high class prostitute who was also a mistress of the Minister for Culture  and involved with film director Jack Savannah . In flashback it is shown that Helga was blackmailing the minister and his wife , along with a crime boss, Mr Sin . Eventually it is revealed that Helga was killed while fleeing Captain Bixby . Malone becomes convinced of the guilt of the Minister, but powerful influences intervene and he gets off. The Minister resigns, citing ill health, and travels to Europe with his wife. Malone criticises his boss, Inspector Fulmer  and is suspended for insubordination for ninety days. Fulmer later suggests he come back, but Scobie elects to stay by the pool for the full ninety days."
6150970,Robotech: The Movie,1986,"Science Fiction, Anime, Japanese Movies, Animation","In the year 1999, the alien spacecraft SDF-1 crashed on Earth, followed ten years later by the alien Zentraedi, seeking to reclaim the vessel for their rulers, the Robotech Masters. The First Robotech War erupted over the vessel, ending with victory for humankind, at the cost of the SDF-1 itself. Now, in 2027, the Robotech Masters themselves arrive in Earth’s Solar System, aiming to recover the ship’s still-functional mother computer, being studied at Earth’s Robotech Research Center in Japan. The Masters launch a covert attack on a small human settlement, killing Colonel B.D. Andrews of the Army of the Southern Cross and secretly replacing him with a clone. Following a disastrous attack by the ASC on the Masters’ flagship, the Andrews clone proposes that the military take charge of use the mother computer to formulate a defense against the Masters. When his proposal is approved, he secretly begins beaming the contents of the computer’s database to the Masters, after which they plan to destroy the Earth. Suspicious over the military’s decision to hide the Masters’ existence from the populous, soldier Todd Harris steals the ""MODAT 5"" - a mobile terminal remotely connected to the mother computer in the form of a motorcycle - and seeks help from his friend Mark Landry, telling him to contact “Eve”. Troops under the Andrews clone’s command accost the pair, and Todd dies in an escape attempt before he can fully explain everything to Mark. Mark manages to escapes with the MODAT 5, but unaware of its true significance, winds up merely using it as a prop in an amateur movie being shot by Kelly, a friend of his girlfriend, aspiring dancer Becky Michaels. Seeing a music video from popular idol Eve, Mark presumes that she was who Todd wanted to contact and telephones her talk show to tell her about the MODAT. The call is traced by Andrews’s men, leading to a freeway chase during which the bike automatically reconfigures into a humanoid mecha form to fend off Mark's attackers. Mark proceeds to sneak into the TV studio from which Eve’s show is broadcast and discovers that the singer is not a real person at all, but a holographic projection. Eve explains that she is the artificial intelligence of the SDF-1’s computer, and informs Mark of the Masters' plan. Eve leads Mark to the Robotech Research Center, where Mark engages and defeats “Andrews” in a mecha battle, but accidentally lets slip the existence of Kelly’s film footage of the MODAT. Escaping, Mark attempts to warn Becky, but his recent distractedness has alienated her, and it is not until he rescues her from being sexually assaulted by an unscrupulous dance show director that the pair reconcile. ASC forces under the command of Rolf Emerson stage another attack on the Masters’ fleet, and again meet with failure thanks to Andrews using the mother computer to feed them bad data and control their movements. When a concerned technician reports Andrews’s suspicious actions to Professor Embry, head of the Ministry of Computer Sciences, the computer is ordered to be shut down. Andrews stages a coup and takes control of the Japanese government, ordering the computer reactivated and the transmission of its database resumed. Amid the chaos of the coup, Kelly is killed by Andrews’s men and her film of the MODAT is stolen. Realizing the threat Andrews poses, Embry prepares to depart for Alaska Base, location of a secondary terminal that will allow him to take control of the computer, but is delayed by waiting for his daughter Stacy – Kelly’s roommate – to join him. The Masters’ flagship descends to Earth and they deliver an ultimatum to the ASC, but in doing so, reveal the link between the computer and their vessel. Exploiting the link to discern a weak spot in the Masters’ defenses, the ASC is able to cripple their flagship, and when it crashes, the rest of the fleet retreats. Simultaneously, Mark, seeking revenge, attacks the research center to flush out Andrews. Defeated and left for dead by Andrews, who departs to intercept Embry, Mark is contacted through the wrecked MODAT by Eve, who directs him to commandeer a prototype space fighter that carries him to the airport just in time to save Embry and Stacy from Andrews’s attack. Transforming the space fighter to robot mode, Mark has one final battle with Andrews that ends with him killing the clone and triumphantly reuniting with Becky."
16766524,RoboDoc,2008,"Parody, Science Fiction, Comedy","Plagued by malpractice lawyers, bureaucratic health insurance companies, uninsured patients, and stressed out doctors, the health care system is on the verge of a total breakdown. As a cost-cutting measure at its hospitals, R.I.P Healthcare has developed the perfect android doctor, MD 63 . RoboDoc’s success would bring flawless, affordable health care to all. However, a malpractice lawyer begins to look at RoboDoc a different way. If he can't make a mistake, then there will be no malpractice happening and no one would get sued. So now, he tries to destroy RoboDoc for all its worth."
18223823,Wonderful World,2010-01-08,"Romance Film, Drama, Comedy, Slice of life story, Indie","Ben Singer  is a former children's folk singer whose misanthropic worldview leads him to an isolated existence. When his Senegalese roommate Ibou  falls into a diabetic coma and is taken to the hospital, his sister Khadi  arrives from Senegal to take care of him. After Khadi and Ben eventually fall in love, circumstances lead Ben to reconsider his way of thinking."
9630679,The Sick House,2007,"Horror, Teen","Anna is an ambitious young archaeologist who desperately needs the kudos of an important find, but her work is ruined when the authorities suddenly shut down the old hospital in which she is working. Plague spores contaminate its medieval foundations. Anna is convinced that this ancient plague site holds an even darker secret. In her research she has stumbled on a murderous pattern of unexplained child deaths. This is a very cold case; the children disappeared in 1665, the year of the Great Plague. The 'suits' at her museum don't buy her theories and they give the approval for the hospital's imminent demolition. That night Anna risks everything, and breaks back into the hospital to prove her suspicions. Reaching for a mysterious ancient artifact, she slips and falls. Meanwhile, Nick's 21st birthday celebrations are culminating in chaos. He just wanted a good night out with girlfriend Joolz, best mate Steve, and Steve's younger brother, Clive. But a little innocent joy-riding goes badly wrong. After a fatal hit-and-run the teenagers hide out in the hospital and their fates become intertwined with Anna's. With luckless synchronicity, two worlds collide and the ancient force that has snared the young people starts to play out its cruel game. Anna has unwittingly resurrected the malevolent spirit of a hideous medieval plague doctor, and one by one they will all encounter his evil reincarnation - their fates mirroring the cruel deaths of his victims 350 years ago. History is repeating itself. Anna works against the clock to unlock the secrets of the murderous plague doctor. In a twisted version of Alice Through The Looking Glass, the young people find themselves fighting for their lives - and souls - in a long-forgotten medieval underworld. The only way out is for Anna to confront the plague doctor. Can she destroy him, and stop his evil spreading like a plague epidemic, into today's world? A shocking mystery that began centuries ago needs solving but even Anna cannot see that she herself is the final piece of the puzzle. Time is her enemy and death is only the beginning."
6917005,The Music Man,2003-02-16,"Romance Film, Comedy film, Drama, Family Film, Musical","Professor Harold Hill , a con artist who makes a living by selling instruments and uniforms to aspiring musicians he fails to teach once they are delivered, sets his sights on the naive citizens of River City, Iowa as his latest targets. Hill is sitting on a train in the first scene, playing cards while listening to the passengers on the train talk about him and his cons . Before getting off at River City, an anvil salesman named Charlie realizes it is him, but fails to catch him when Hill gets off the train. Charlie yells out the window of the train ""I won't forget your face, Hill!"" before the train travels on, while Hill is stepping on to the fresh soil of Iowa. Hill walks up to two men of the city on a ladder, asking where and if there was a hotel anywhere . Hill moves on to find the hotel, and meets up with his former sidekick Marcellus Washburn, who now is living in the rural town and manages the hotel himself. Hill tells Marcellus of his new pitch, being a music professor. Marcellus warns Hill that he won't be able to sell the stubborn Iowans any instruments, partly because of the town's current music teacher, Marian, who also happens to be the librarian . Harold tells Marcellus that he plans to get Marian off-balanced and then tell the town how he was going to save them from the horrible trouble they are in. Marcellus tells Hill the town is in no trouble, and Harold replies that he will just have to make some. Harold finds the perfect way to also. He convinces the residents their only hope of saving their sons from the corruption of the local pool hall is to allow him to create a marching band and help them develop their musical talents . Marian happens to walk by the pool hall while this is going on and Marcellus points her out to Harold. Harold abruptly leaves and follows Marian in attempts to flirt with her. Marian cuts him short and walks into her house to continue a piano lesson with her pupil Amaryllis. Her mother, Mrs. Paroo  scolds her for being out so late and says that she didn't remember the library being open for so late in the summer. Marian tells her mother about Harold following her, but while Marian thinks it is horrid, her mother opposes . Marian's younger brother Winthrop  runs in the house with the dog shadow. Amaryllis walks in asking if he would like to come to a party that she is hosting. Winthrop declines but refuses to say her name because of his lisp, and it has an S in it. His mother makes him say it, causing Amaryllis to giggle and Winthrop to get upset and run off. Amaryllis feels bad and confesses her feelings about Winthrop to Marian. Marian just smiles and tells her to play her crosshand piece. Amaryllis smiles and does . The next day in the town hall the mayor  and citizens are practicing flag exercises led by the mayor's wife, Eulalie , when Harold walks in talking the troubled River City in front of the mayor . The mayor instantly despises Harold and sends the four feuding brothers to get his credentials, which do not exist. Harold then stands in the entrance of the hall gathering five dollars from the boys' mothers who want to sign them up for the band. Then, Tommy,  a local bad boy falls down some stairs trying to get away from the mayor. The mayor catches him and scolds him for hanging around his daughter Zaneeta. Harold takes Tommy under his wing and gives him money to take the mayor's daughter out for ice cream, unbeknownst to him that Zaneeta is the mayor's daughter. Walking out of the town hall in hopes to flirt with Marian again, he is stopped by the four feuding brothers, who ask for Hill's credentials. Hill pulls them into the ice cream parlor and has them each sing, turning them into the Buffalo Bills Quartet . With the Quartet out of the way, Hill continues to pursue Marian. Harold catches up to her and confidentially tells her that he has a degree from the Gary Conservatory of Music, Class of '05 which Marian finds dubious. She cuts off Harold abruptly and leaves. Back at the hotel Harold confides in Marcellus about his plan to not only buy instruments, but uniforms and instruction booklets as well, which supposedly should take three weeks instead of the planned ten days. Marcellus debates with Harold that he can't teach the boys to play since he doesn't even know one note from the other. Harold tells Marcellus that he created a revolutionary system that you can use to play music with, calling it the Think System, where you only need to think of a note to play it. Marcellus still warns Harold that in three weeks is the Fourth of July Social, and the town will want to hear music. Harold says that once the uniforms arrive, the town will forget about the band, long enough for him to skip out of town with the money from the parents. Marcellus and Harold then talk about Marian and what to do about her . Harold walks by the Hat Shop where the mayor's wife  and a gang of other women are gathered trying on hats. The women pull him into the shop, asking his opinion on their hats and gossiping. In attempts to get Eulalie unbalanced, he makes her head of the women's dance committee. The women begin to gossip about Marian once Harold brings her up . They tell Harold how they shun Marian due to her relationship with the man who left the library to the town but all its contents to Marian. Suspicious of Harold's claim that he has a degree from the Gary Conservatory of Music, Class of '05, she begins to investigate him. She is interrupted when Harold walks in and asks her out on a date . Marian gets angry and forces him to leave the library. Harold now attempts to sell Winthrop a cornet, so he stops by his house. He speaks to Mrs. Paroo about the cornet and successfully cons her into buying an instrument. Winthrop is eavesdropping on the deal in his treehouse through the window, and falls. Harold saves him, making Mrs. Paroo only admire him more. Harold tells Winthrop about how great his uniform will look, but fearing more laughs from his lisp, Winthrop just runs off. Mrs. Paroo tells Harold that he doesn't speak more than three words a day to anyone, so he shouldn't feel upset. They walk inside and Mrs. Paroo asks where Harold is from . Marian walks in to find Harold and immediately gets upset, causing her mother to scold her."
35287202,A.C.O.D.,2012,Comedy film,"A man  becomes aware that he was an unknowing former participant in a study about children of divorce, and he is sought as a participant in a follow-up study several years later. Participation in the present-day has comedic results."
1195757,Titicut Follies,1967-10-03,"Culture & Society, History, Black-and-white, Law & Crime, Social issues, Documentary","Titicut Follies portrays the existence of occupants of Bridgewater, some of them catatonic, holed up in unlit cells, and only periodically washed. It also depicts inmates/patients required to strip naked publicly, force feeding, and indifference and bullying on the part of many of the institution's staff."
1797645,Beverly of Graustark,1926,"Silent film, Drama","Beverly Calhoun  impersonates the Prince of Graustark to claim his birthright while he recovers from a skiing injury. In the meantime, she falls for her bodyguard Dantan ."
28151121,A Very Special Favor,1965-08-02,"Romantic comedy, Romance Film, Comedy","Paul Chadwick  is a wealthy American oilman who is in a Parisian court, where he is up against the opposing lawyer Michel Boullard . Paul wins the case, but only by seducing the judge, who happens to be a woman. Shortly after, Boullard sets out to New York, where he plans on reuniting with his daughter Lauren , whom he has not seen for over 25 years, since his American wife divorced him for flirting with another woman. On the plane, he meets Paul, to whom he complains about having lost because of his charm, a French quality. Paul apologizes for having hurt his French pride and offers a favor in return. In New York, Boullard is shocked to find out that Lauren has become an intimidating career woman, working as a psychologist. Despite her engagement to Arnold Plum, a pushover who lives to serve his fiancée, Boullard is convinced that she an old spinster at just 30 years old. Instead of revealing his identity, he decides to help her from a distance. He contacts Paul to have an affair with her, to open up her mind to passion, rather than her career. Paul would be the perfect man for the deed: he is the ultimate womanizer. One woman comes in each day to cook for him, the other is happy to wash his clothes. Initially, Paul is reluctant to help out Boullard, suspecting that Lauren is less than attractive, but because he notices that Boullard is suspicious of why he really won the case, he decides to help him out. To grow closer to her, he poses as her patient, telling her that he is irresistible to women and that he is too afraid to turn down a woman, because it led to suicide in the past. The relationship between the two is at first strictly professional, until one night they go out to a restaurant, an event with which Lauren tries to prove that he can enjoy a night out without worrying about women flirting with him. Before the night is over, Lauren passes out from drinking too much champagne, and Paul brings her brack to her hotel and creates a scene, which makes it looks as if they have slept each other. The next morning, Lauren is freaked out, but she later finds out that the setting was staged. At that moment, Boullard reveals his identity to her, and together they come up with a plan to get back at Paul. She comes up with a Spanish lover and tells all about him to Paul, which shatters his ego. He goes out on a drinking spree and uses the help of a switchboard operator  - who falls in love with a chauffeur  in the process - to make Lauren jealous. They succeed, and Paul and Lauren are finally brought together. In the end, they are married, and the parents of several children."
311179,Ichi the Killer,2001-09-14,"Thriller, Crime Fiction, Horror, World cinema, Crime Drama, Surrealism, Japanese Movies, Martial Arts Film, Drama, Comedy, Crime Thriller, Action, Chinese Movies"," While alone with a prostitute, crime lord Anjo is brutally murdered. As an expert cleaning crew run by Jijii  removes any trace of his body, Anjo's gang and the other crime lords assume he and the prostitute fled town with ¥3 million of the gang's money. Only Kakihara , Anjo's sadomasochistic enforcer, believes Anjo is still alive. Jijii feeds Kakihara rumors that suggest Suzuki , a member of a rival clan, has kidnapped Anjo. Kakihara captures Suzuki and tortures him, but when Suzuki turns out to be innocent, Kakihara slices off the end of his own tongue and offers it to Suzuki's boss  as penance. Jijii, it is revealed, is secretly orchestrating events in order to pit yakuza clans against one another, with the help of Ichi . Though a normally unassuming and cowardly young man, Ichi becomes homicidal and sexually aroused when enraged. Jijii is able to manipulate Ichi's weak personality by implanting several false memories &mdash; a high school rape in particular &mdash; and uses the unstable Ichi as an assassin. Other than killing Anjo, Ichi also kills a pimp who regularly brutalized a prostitute named Sailor that Ichi patronizes. When Sailor attacks him, Ichi kills her as well. Later, Ichi helps a boy named Takeshi by saving him from bullies; Takeshi is the son of Kaneko, one of Kakihara's henchmen. Using Suzuki, Jijii manages to have Kakihara kicked out of the syndicate, but the entire Anjo gang defects with him. When he learns that Anjo was killed by Ichi, Kakihara kidnaps and tortures Kano, a former member of the Anjo gang who is helping Jijii. Kakihara also becomes fascinated by Ichi, imagining him to be someone who can truly fulfill his masochistic urges. Kakihara enlists the help of a pair of corrupt twin police detectives, Jirô and Saburô , to find Myu-Myu, a prostitute connected with Ryu Long, a member of Jijii's gang. Unable to get information from her through torture, Saburô sniffs her to get Long's scent and tracks him down. Though Long attempts to outrun the brothers, he is captured by Kakihara. To turn Ichi into a complete killer, Jijii has Karen, Anjo's woman and Jijii's friend, seduce Ichi by pretending to be the woman in his false memory. When Ichi becomes confused by Karen's claims that she desired for him to rape her, he kills her. Jijii calls Kakihara to let him know Ichi is coming to kill him. Kaneko, Kakihara and Ichi chase each other to a rooftop. Due to Jijii's psychological manipulation, Ichi believes that Kaneko is his brother and confronts him. Kaneko shoots the side of Ichi's leg, causing Ichi to slit Kaneko's throat in front of Takeshi. Takeshi attacks Ichi as he lies on the roof begging for forgiveness. Kakihara realizes Ichi cannot hurt him and inserts skewers into his ears to drown out Ichi's cries. Suddenly he sees that Ichi has chopped off Takeshi's head. Ichi charges Kakihara, embedding one of his razor-bladed boots in the center of his head. Kakihara falls from the roof to his death. However, when Jijii finds him, Kakihara has no wound in his head; he hallucinated Ichi's attack as he jumped to his death while Ichi cried. Years later, Jijii's corpse hangs from a tree in a park. A young man resembling an older Takeshi leaves the park with a group of schoolchildren."
11076438,Surrender Dorothy,1998-01-21,"LGBT, Comedy film, Drama, Indie","After the heroin addicted Lahn robs his roommate Denis, Lahn attempts to hide out at the home of Trevor, Denis's best friend. Trevor takes him in, only to later use Lahn's drug addiction to manipulate him into transforming Lahn into Trevor's idea of a perfect girlfriend."
1661137,Elizabethtown,2005-09-04,"Romantic comedy, Family Drama, Comedy-drama, Drama, Comedy, Romantic drama, Romance Film","Drew Baylor  is the designer of the Späsmodica shoe, a world-famously hyped but flawed new product that his boss informs him will lose $972 million and is ""a disaster of mythic proportions, [...] a folktale told to others that makes other people feel more alive because it didn't happen to them"". After he is fired, Drew's girlfriend Ellen  breaks up with him. Drew goes to his apartment, defeated, and attempts to commit suicide . His sister Heather phones at just that moment to tell Drew that their father has just died and he needs to go to Elizabethtown, Kentucky, to bring the body back home. At the airport, Drew's sister and mother tell him they wish to cremate his father's body. On a nearly empty plane, a quick-witted flight attendant, Claire , gives him a free seat in First Class. He declines but she insists because she doesn't want to have to walk all the way back to Coach just for him. Claire, who is energetic, charming, and knows how to read people, starts pestering Drew to get to know him. She knows Kentucky well and draws him a map to Elizabethtown because the roads are ""hopelessly and gloriously confusing"". She also jots her phone number on the map. When he arrives in Elizabethtown, a boy leads him to the funeral home, where Drew's cousin is waiting for him. Various members of his family greet him as the ""California boy"", although his family had only lived in California for 18 months before moving to Oregon. After viewing his father's body, Drew meets with relatives at his Aunt Dora's house, realizing that he has a huge loving extended family in the middle-of-nowhere Kentucky. Drew settles into a hotel that is hosting a special event called ""Chuck and Cindy: The Wedding"". The hotel is a mess from all of the people partying, and Drew is pleasantly surprised by a ""Chuck and Cindy"" gift basket in his room that states ""lovin' life"" on everything. Exhausted, Drew attempts to call home but receives no answer. He also calls his ex-girlfriend Ellen and receives no answer. Finally, he remembers that Claire gave him her number, calls her, and as she picks up, everybody else calls him back. Ellen officially breaks up with him, and his sister informs him that his mother ""won't stop moving"" as she attempts to learn how to cook, how to tap dance, and fix the car in lieu of mourning her husband's death. Claire stays on hold and when Drew returns to her line, they talk all night, connecting. Claire drives to meet Drew to see the sunrise. Claire leaves for a flight to Hawaii. Drew meets his family near the burial plot where they would like his father's body buried. Drew insists on honoring his mother's wish for a cremation. He returns to the hotel, exhausted from being up all night on the phone with Claire and from arguing about cremation with both his mother and his extended family. Claire surprises him and takes him out all day to explore Elizabethtown, starting by helping him pick out an urn for his father. Drew is clearly attracted to Claire and she to him as well but she continues to claim that she has a boyfriend who is a professor and is ""married to his academic career."" Later on that evening, Drew is spending time at his Aunt Dora's house and he sees a photo of his father near a flame from the stove. He suddenly regrets his choice of cremation and runs to the mortuary to stop the cremation but arrives too late and is given an urn containing his father's ashes. Drew returns to the hotel to find Claire there. They talk about their feelings and conclude they are not right for each other. They kiss and end up spending the night together. In the morning, Drew tells her about his failure and how he doesn't want to be in this world anymore. She belittles the huge failure, making him realize that he's just upset over money and failure. Disappointed in his inability to see through his pain and take this opportunity in front of him, Claire says she'll try to meet him at his father's memorial. Drew's mother and sister arrive in Kentucky for the service. After various acquaintances speak in memory of Drew's father, his mother, Hollie, talks about her husband, comically, lightening the mood, and lifting a grudge the family has always held against her for ""taking Mitch away."" Then she does a tap-dance to his favorite song. Drew's cousin, along with his band ""Ruckus"" , begin to play the classic Lynyrd Skynyrd song ""Free Bird"". The stage prop, a large paper dove, catches on fire, setting off alarms and causing emergency water sprinklers to go off, while everyone flees. Claire had shown up and given Drew a special map to guide him on a solitary road trip home from Kentucky. During the fire, Claire helps evacuate the room, and then she disappears. Drew assumes he'll never see her again. Claire's map is very elaborate with instructions and CDs, guiding him ""home."" There are notes of places along the way he should visit. At each one, he spreads some of his father's ashes. During the trip, Drew comes to terms with his father and begins to talk to his urn, stating that they should have taken this trip together years ago. Finally, the directions come to a point where he is given two choices—to continue home or to finish the journey Claire laid out for him. Drew chooses to use her route. He is instructed to go to the ""Second Largest Farmer's Market in The World"". There is a note telling him to ""look for the girl with a red hat"". After looking desperately for a few minutes, he finds the girl, who turns out to be Claire. The film ends with them kissing."
7087167,The Country Girl,1954-12-11,"Musical, Drama","In a theatre where auditions are being held for a new musical production, the director, Bernie Dodd, watches a number performed by fading star Frank Elgin and suggests he be cast. This is met with strong opposition from Cook, the show's producer. Bernie insists on the down-on-his-luck Elgin, who is living in a modest apartment with his wife Georgie, a cold and bitter woman who has aged far beyond her years. They are grateful, though not entirely certain Elgin can handle the work. Based on comments Elgin makes about her privately, Bernie assumes that Georgie is the reason for Frank's career decline. He strongly criticizes her, first behind her back and eventually to her face. What he doesn't know is that the real reason Elgin's career has ended is the death of their five-year-old son Johnny, who was hit by a car while in the care of his father. Mealy-mouthed to the director's face, Elgin is actually a demanding alcoholic who is totally dependent on his wife. Bernie mistakenly blames her for everything that happens during rehearsals, including Elgin's requests for a dresser and a run-of-the-show contract. He believes Georgie to be suicidal and a drunk, when it is actually Frank who is both. Humiliated when he learns the truth, Bernie realizes that behind his hatred of Georgie was a strong attraction to her. He kisses her and falls in love. Elgin succeeds in the role on opening night. Afterward he demands respect from the producer that he and his wife had not been given previously. At a party to celebrate, Bernie believes that now that Elgin has recovered his self-respect and stature, Georgie will be free to leave him. But she stands by her husband instead."
